Serial_No,Order_ID,Order_Date,Region,Customer_ID,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
4322,ORD04322,02-02-2025,South,,Home Office,Office Supplies,Tablet,10,999,,9990,2360.07
4323,ORD04323,19-07-2025,WEST,,Consumer,Furniture,Monitor,3,149,0.05,424.65,21.45
4324,ORD04324,03-10-2024,West,CUST1406,Corporate,Electronics,Tablet,3,299,,897,143.22
4325,ORD04325,18-12-2024,West,,Corporate,Electronics,Tablet,7,299,,2093,345.41
4326,ORD04326,02-11-2024,North,,Consumer,Office Supplies,Tablet,1,499,0.1,449.1,69.81
4327,ORD04327,27-04-2025,WEST,CUST1434,Consumer,Electronics,Chair,6,299,0,1794,269.21
4328,ORD04328,11-08-2024,West,,Corporate,Office Supplies,Headphones,4,999,0,3996,566.59
4329,ORD04329,09-08-2024,East,,Consumer,Furniture,Monitor,,499,0.05,474.05,88.73
4330,ORD04330,22-09-2025,East,,Home Office,Office Supplies,Printer,9,799,,7191,989.51
4331,ORD04331,01-05-2024,South,,Consumer,Electronics,Desk,10,149,0.05,1415.5,165.95
4332,ORD04332,05-02-2024,north,CUST2335,Consumer,Office Supplies,Phone,5,299,0.05,1420.25,85.31
4333,ORD04333,07-09-2025,North,CUST2365,Consumer,Electronics,Tablet,4,499,0,1996,286.26
4334,ORD04334,06-03-2025,East,,Home Office,Electronics,Headphones,4,299,0.15,1016.6,133.96
4335,ORD04335,11-07-2025,West,CUST1770,Consumer,Office Supplies,Laptop,8,999,0.1,7192.8,973.89
4336,ORD04336,19-07-2024,WEST,,Home Office,Office Supplies,Phone,6,499,0,2994,236.25
4337,ORD04337,14-06-2025,South,,Corporate,Furniture,Monitor,2,199,0.05,378.1,95.29
4338,ORD04338,10-11-2025,north,,Corporate,Furniture,Printer,8,999,0.05,7592.4,1617.69
4339,ORD04339,23-09-2025,East,,Consumer,Office Supplies,Chair,10,799,,7990,1501.97
4340,ORD04340,16-09-2024,East,CUST2109,Corporate,Furniture,Monitor,6,999,,5994,537.91
4341,ORD04341,28-12-2024,West,CUST2136,Corporate,Furniture,Desk,6,99,0.05,564.3,153.96
4342,ORD04342,06-10-2024,North,CUST1394,Home Office,Furniture,Tablet,8,99,0.15,673.2,122.05
4343,ORD04343,06-08-2025,North,,Corporate,Furniture,Printer,,299,0,2093,441.39
4344,ORD04344,14-08-2024,North,,Corporate,Electronics,Tablet,5,99,0.15,420.75,63.09
4345,ORD04345,10-04-2024,WEST,,Consumer,Electronics,Tablet,10,299,0.05,2840.5,244.68
4346,ORD04346,08-07-2025,North,,Home Office,Furniture,Desk,10,,0.1,4491,1106.08
4347,ORD04347,10-05-2024,West,,Corporate,Electronics,Chair,1,149,0.1,134.1,38.69
4348,ORD04348,22-08-2024,North,,Consumer,Electronics,Desk,9,199,,1791,159.75
4349,ORD04349,18-03-2024,West,,Corporate,Office Supplies,Chair,4,799,,3196,860.05
4350,ORD04350,11-04-2024,WEST,,Corporate,Furniture,Laptop,6,299,0.1,1614.6,187.28
4351,ORD04351,07-06-2025,West,CUST1225,Home Office,Electronics,Printer,3,299,,897,105.53
4352,ORD04352,05-02-2025,East,,Corporate,Furniture,Tablet,6,199,0.15,1014.9,62.54
4353,ORD04353,18-12-2025,north,,Home Office,Office Supplies,Headphones,5,999,0,4995,871.32
4354,ORD04354,16-12-2025,West,,Home Office,Office Supplies,Headphones,8,199,0.1,1432.8,353.16
4355,ORD04355,16-04-2025,East,,Home Office,Furniture,Chair,9,149,,1341,275.43
4356,ORD04356,05-05-2025,West,,Corporate,Electronics,Monitor,3,149,0,447,82.23
4357,ORD04357,01-10-2025,WEST,,Home Office,Furniture,Laptop,,799,0.05,3795.25,822.95
4358,ORD04358,29-08-2025,East,CUST1271,Consumer,Electronics,Headphones,7,149,,1043,165.64
4359,ORD04359,06-07-2025,WEST,,Home Office,Furniture,Desk,9,799,0.05,6831.45,1134.18
4360,ORD04360,28-03-2025,South,,Home Office,Office Supplies,Tablet,10,99,0.1,891,94.34
4361,ORD04361,28-07-2024,West,CUST2708,Home Office,Furniture,Chair,2,199,,398,116.74
4362,ORD04362,05-10-2024,East,CUST2528,Consumer,Electronics,Desk,,149,0.1,402.3,76.16
4363,ORD04363,01-04-2025,North,CUST1359,Corporate,Office Supplies,Desk,5,,,4995,851.48
4364,ORD04364,18-06-2025,East,,Consumer,Office Supplies,Tablet,5,999,0.05,4745.25,1286.58
4365,ORD04365,12-09-2024,West,,Corporate,Office Supplies,Phone,8,149,0,1192,253.4
4366,ORD04366,04-07-2025,East,,Corporate,Office Supplies,Laptop,1,99,,99,12.29
4367,ORD04367,02-12-2025,WEST,,Consumer,Furniture,Chair,10,199,0.1,1791,122.95
4368,ORD04368,28-08-2025,north,CUST2149,Home Office,Furniture,Headphones,10,99,0.15,841.5,45.44
4369,ORD04369,15-04-2024,WEST,CUST1705,Home Office,Furniture,Desk,3,199,0,597,104.53
4370,ORD04370,20-09-2025,South,CUST1521,Corporate,Electronics,Chair,9,299,0,2691,139.43
4371,ORD04371,14-04-2025,North,,Consumer,Electronics,Chair,2,99,0.1,178.2,15.61
4372,ORD04372,08-06-2025,West,,Corporate,Office Supplies,Monitor,4,99,0.1,356.4,19.04
4373,ORD04373,08-05-2024,East,,Home Office,Furniture,Chair,7,799,0.05,5313.35,545.26
4374,ORD04374,01-04-2025,North,,Home Office,Furniture,Monitor,10,149,0.05,1415.5,239.65
4375,ORD04375,28-10-2025,East,,Corporate,Electronics,Phone,1,149,0.15,126.65,22.75
4376,ORD04376,11-04-2025,South,CUST2266,Home Office,Electronics,Phone,8,99,0.15,673.2,58.56
4377,ORD04377,02-03-2024,East,,Home Office,Electronics,Chair,4,299,0.15,1016.6,170.67
4378,ORD04378,09-06-2025,South,CUST2498,Consumer,Electronics,Laptop,5,199,0,995,136.8
4379,ORD04379,02-08-2024,West,CUST1914,Home Office,Office Supplies,Phone,1,999,0.05,949.05,282.24
4380,ORD04380,16-10-2025,North,,Consumer,Office Supplies,Tablet,9,99,0,891,141.63
4381,ORD04381,26-05-2025,WEST,,Corporate,Electronics,Headphones,10,799,0.1,7191,1272.07
4382,ORD04382,23-12-2024,North,,Consumer,Office Supplies,Phone,6,99,,594,130.24
4383,ORD04383,19-05-2025,East,CUST2942,Home Office,Furniture,Chair,9,799,0.05,6831.45,1438.88
4384,ORD04384,30-03-2025,WEST,,Corporate,Office Supplies,Desk,8,999,0.05,7592.4,463.37
4385,ORD04385,18-08-2025,West,,Consumer,Furniture,Desk,8,199,0.15,1353.2,304.13
4386,ORD04386,31-03-2025,North,CUST1778,Corporate,Electronics,Monitor,6,199,,1194,304.93
4387,ORD04387,21-08-2024,West,CUST1425,Consumer,Furniture,Monitor,8,149,0,1192,191.13
4388,ORD04388,17-10-2025,North,,Corporate,Furniture,Headphones,1,799,0.15,679.15,62.68
4389,ORD04389,03-06-2024,WEST,,Home Office,Office Supplies,Laptop,4,99,0.15,336.6,35.74
4390,ORD04390,09-01-2025,north,,Corporate,Furniture,Laptop,3,299,0.1,807.3,224.72
4391,ORD04391,03-02-2024,WEST,,Corporate,Office Supplies,Monitor,10,499,,4990,1070.65
4392,ORD04392,04-02-2025,North,,Home Office,Office Supplies,Laptop,10,799,0.05,7590.5,1892.03
4393,ORD04393,04-07-2025,WEST,CUST1062,Consumer,Office Supplies,Phone,10,799,,7990,1019.11
4394,ORD04394,28-02-2024,West,,Consumer,Electronics,Phone,10,199,0.1,1791,487.51
4395,ORD04395,24-10-2024,East,CUST2070,Consumer,Furniture,Tablet,9,99,0.15,757.35,227.04
4396,ORD04396,12-05-2024,WEST,,Home Office,Office Supplies,Chair,6,99,,594,171.52
4397,ORD04397,10-09-2025,West,,Home Office,Office Supplies,Laptop,5,999,0.1,4495.5,770.53
4398,ORD04398,28-02-2025,East,,Home Office,Office Supplies,Chair,5,999,0.05,4745.25,749
4399,ORD04399,21-09-2025,North,,Consumer,Office Supplies,Monitor,3,499,0.15,1272.45,130.46
4400,ORD04400,23-01-2025,north,,Consumer,Furniture,Monitor,8,199,0.05,1512.4,275.17
4401,ORD04401,04-01-2025,West,,Corporate,Furniture,Chair,1,999,0.15,849.15,100.31
4402,ORD04402,01-01-2024,North,CUST2692,Corporate,Electronics,Phone,3,99,0,297,41.26
4403,ORD04403,17-07-2024,West,CUST1599,Consumer,Office Supplies,Chair,5,799,0.15,3395.75,612.07
4404,ORD04404,14-07-2025,north,CUST1159,Corporate,Furniture,Printer,10,799,0.05,7590.5,1322.6
4405,ORD04405,25-02-2024,North,CUST2778,Home Office,Furniture,Printer,8,299,0.15,2033.2,271.17
4406,ORD04406,25-01-2025,South,,Home Office,Electronics,Desk,4,799,0.05,3036.2,194.18
4407,ORD04407,07-12-2025,north,,Corporate,Furniture,Printer,6,799,0,4794,428.07
4408,ORD04408,27-07-2024,South,,Corporate,Furniture,Printer,4,299,,1196,336.24
4409,ORD04409,30-08-2024,north,,Corporate,Electronics,Laptop,7,199,0.05,1323.35,306.78
4410,ORD04410,16-06-2024,WEST,,Consumer,Furniture,Monitor,3,199,0.15,507.45,73.87
4411,ORD04411,19-09-2025,North,CUST1823,Home Office,Office Supplies,Printer,4,299,0.15,1016.6,138.25
4412,ORD04412,29-03-2024,East,CUST1257,Home Office,Office Supplies,Chair,1,799,,799,169.89
4413,ORD04413,14-09-2024,North,CUST1121,Corporate,Furniture,Chair,10,499,0.1,4491,1335.65
4414,ORD04414,08-10-2024,South,,Home Office,Furniture,Phone,7,99,0.05,658.35,166.8
4415,ORD04415,02-08-2025,north,,Corporate,Electronics,Laptop,10,499,0.1,4491,1002.8
4416,ORD04416,04-10-2025,West,,Corporate,Furniture,Printer,1,99,0.15,84.15,20.17
4417,ORD04417,15-10-2025,South,,Corporate,Office Supplies,Laptop,6,149,0.1,804.6,149.77
4418,ORD04418,01-10-2025,South,CUST2259,Consumer,Electronics,Monitor,6,99,0.05,564.3,98.09
4419,ORD04419,11-04-2024,North,CUST2055,Home Office,Electronics,Desk,4,999,0.05,3796.2,274.88
4420,ORD04420,04-02-2025,South,CUST2048,Home Office,Office Supplies,Monitor,6,149,,894,135.69
4421,ORD04421,30-03-2024,West,,Corporate,Electronics,Printer,9,999,0.15,7642.35,1878.35
4422,ORD04422,26-08-2025,North,CUST2724,Consumer,Office Supplies,Monitor,2,499,0,998,215.36
4423,ORD04423,06-11-2024,East,,Home Office,Electronics,Printer,8,799,0.15,5433.2,432.83
4424,ORD04424,26-09-2025,East,,Home Office,Electronics,Monitor,2,799,0.1,1438.2,180.33
4425,ORD04425,24-11-2025,WEST,CUST1773,Corporate,Electronics,Printer,6,,0.1,4314.6,470.2
4426,ORD04426,06-04-2025,WEST,,Consumer,Office Supplies,Tablet,9,799,,7191,2136.45
4427,ORD04427,07-12-2025,North,,Home Office,Electronics,Chair,1,499,0.15,424.15,33.11
4428,ORD04428,16-07-2025,WEST,CUST2012,Home Office,Office Supplies,Printer,3,99,,297,34.34
4429,ORD04429,01-09-2025,West,CUST1337,Consumer,Office Supplies,Tablet,3,99,0.05,282.15,73.41
4430,ORD04430,10-08-2024,North,CUST1549,Home Office,Office Supplies,Monitor,4,499,0,1996,130.2
4431,ORD04431,21-08-2024,North,,Corporate,Furniture,Chair,8,299,0.1,2152.8,368.38
4432,ORD04432,26-11-2024,South,,Home Office,Office Supplies,Tablet,5,199,0,995,164.08
4433,ORD04433,09-06-2025,West,,Consumer,Electronics,Headphones,2,299,0,598,72.71
4434,ORD04434,28-12-2024,North,,Consumer,Electronics,Laptop,4,299,0.05,1136.2,167.31
4435,ORD04435,23-04-2024,North,CUST2266,Home Office,Electronics,Phone,3,149,,447,58.06
4436,ORD04436,02-02-2025,South,,Home Office,Furniture,Chair,1,499,0.1,449.1,40.25
4437,ORD04437,20-12-2024,North,CUST1297,Consumer,Office Supplies,Desk,8,149,,1192,357.04
4438,ORD04438,03-07-2024,South,CUST1403,Corporate,Electronics,Chair,10,299,0.15,2541.5,484.84
4439,ORD04439,22-05-2024,north,,Corporate,Electronics,Laptop,6,499,0.05,2844.3,388.04
4440,ORD04440,06-01-2025,West,CUST2006,Corporate,Furniture,Printer,4,99,0.05,376.2,59.92
4441,ORD04441,28-08-2025,South,,Consumer,Office Supplies,Tablet,1,499,0.15,424.15,29.65
4442,ORD04442,19-05-2024,North,,Home Office,Office Supplies,Monitor,6,199,0.15,1014.9,139.28
4443,ORD04443,11-12-2025,WEST,,Corporate,Furniture,Printer,9,799,0.15,6112.35,1389.73
4444,ORD04444,31-07-2024,West,CUST2663,Consumer,Furniture,Printer,5,199,0.15,845.75,153.85
4445,ORD04445,18-06-2025,West,CUST1219,Corporate,Furniture,Monitor,6,199,,1194,312.05
4446,ORD04446,23-10-2025,north,,Consumer,Electronics,Monitor,10,799,0.05,7590.5,1982.72
4447,ORD04447,08-05-2024,north,CUST2015,Home Office,Electronics,Headphones,8,499,0.15,3393.2,221.18
4448,ORD04448,17-08-2024,North,,Home Office,Furniture,Desk,8,199,0.1,1432.8,146.76
4449,ORD04449,22-06-2025,East,,Home Office,Electronics,Chair,10,149,0.1,1341,105.96
4450,ORD04450,26-12-2025,north,CUST1177,Corporate,Office Supplies,Chair,9,149,0.1,1206.9,253.42
4451,ORD04451,30-08-2024,WEST,,Consumer,Office Supplies,Laptop,,799,0.15,679.15,156.57
4452,ORD04452,04-05-2024,East,,Home Office,Office Supplies,Printer,1,799,0.05,759.05,104.26
4453,ORD04453,09-05-2024,West,,Corporate,Electronics,Tablet,9,299,,2691,417.97
4454,ORD04454,17-03-2025,South,CUST1664,Home Office,Office Supplies,Headphones,4,99,,396,42.34
4455,ORD04455,26-09-2024,South,,Home Office,Office Supplies,Laptop,5,499,0,2495,590.57
4456,ORD04456,11-07-2024,WEST,,Corporate,Office Supplies,Headphones,9,149,0.05,1273.95,76.96
4457,ORD04457,13-08-2024,north,,Home Office,Furniture,Printer,9,999,,8991,2594.91
4458,ORD04458,26-06-2024,South,,Corporate,Furniture,Phone,5,199,0.1,895.5,155.66
4459,ORD04459,21-11-2024,East,CUST1822,Home Office,Furniture,Tablet,2,999,0.15,1698.3,370.78
4460,ORD04460,04-11-2024,WEST,CUST1096,Corporate,Office Supplies,Monitor,9,199,0.15,1522.35,106.14
4461,ORD04461,01-08-2024,WEST,,Corporate,Electronics,Printer,6,499,0.1,2694.6,683.31
4462,ORD04462,19-05-2025,north,CUST1576,Consumer,Electronics,Phone,2,99,0,198,28.22
4463,ORD04463,07-04-2025,East,,Consumer,Furniture,Printer,10,999,0.15,8491.5,1804.27
4464,ORD04464,12-07-2025,West,,Consumer,Furniture,Monitor,3,799,0.05,2277.15,219.82
4465,ORD04465,15-01-2025,East,,Home Office,Electronics,Printer,7,999,0.15,5944.05,747.33
4466,ORD04466,10-04-2025,north,,Home Office,Furniture,Monitor,2,149,0,298,33.79
4467,ORD04467,09-09-2025,West,,Consumer,Furniture,Headphones,8,199,0.15,1353.2,346.96
4468,ORD04468,15-04-2024,South,CUST2998,Home Office,Electronics,Desk,1,,0.05,141.55,42.3
4469,ORD04469,29-06-2024,WEST,,Consumer,Office Supplies,Tablet,10,199,0.1,1791,377.39
4470,ORD04470,21-10-2024,East,,Corporate,Furniture,Phone,8,99,0.1,712.8,132.18
4471,ORD04471,04-04-2024,north,,Corporate,Furniture,Headphones,10,999,0.15,8491.5,873.86
4472,ORD04472,28-07-2025,WEST,CUST1097,Corporate,Furniture,Headphones,3,99,,297,79.44
4473,ORD04473,20-05-2025,South,,Consumer,Electronics,Desk,8,99,0.05,752.4,65.92
4474,ORD04474,21-05-2024,WEST,,Corporate,Furniture,Monitor,2,149,0.05,283.1,84.25
4475,ORD04475,18-08-2024,West,CUST2607,Consumer,Electronics,Monitor,,99,0,594,124.33
4476,ORD04476,28-05-2024,West,,Corporate,Electronics,Tablet,7,499,0.1,3143.7,338.95
4477,ORD04477,17-07-2025,South,,Corporate,Furniture,Phone,8,999,0.15,6793.2,1399.07
4478,ORD04478,23-01-2024,East,,Corporate,Office Supplies,Chair,1,149,,149,24.84
4479,ORD04479,12-06-2024,WEST,,Home Office,Electronics,Monitor,1,999,0.05,949.05,213.71
4480,ORD04480,05-02-2024,South,,Corporate,Electronics,Chair,4,199,0.05,756.2,125.07
4481,ORD04481,23-12-2025,north,,Consumer,Electronics,Printer,10,799,0.1,7191,1258.74
4482,ORD04482,04-08-2024,West,,Corporate,Electronics,Printer,2,299,0.15,508.3,143.92
4483,ORD04483,16-12-2024,East,,Home Office,Office Supplies,Laptop,2,299,,598,140.66
4484,ORD04484,16-06-2024,South,,Home Office,Furniture,Laptop,6,149,0.15,759.9,129.28
4485,ORD04485,13-04-2024,WEST,,Home Office,Furniture,Tablet,8,999,0.05,7592.4,1901.24
4486,ORD04486,20-07-2024,WEST,,Home Office,Office Supplies,Desk,,499,0,1497,290.86
4487,ORD04487,05-08-2024,West,CUST2436,Consumer,Office Supplies,Chair,2,999,0.15,1698.3,109.76
4488,ORD04488,08-06-2025,East,,Corporate,Office Supplies,Desk,2,199,,398,89.88
4489,ORD04489,28-06-2024,north,,Corporate,Electronics,Laptop,8,99,0.15,673.2,111.96
4490,ORD04490,07-02-2025,north,,Consumer,Furniture,Phone,3,199,0,597,87.72
4491,ORD04491,12-08-2024,north,CUST2034,Consumer,Furniture,Chair,8,149,,1192,270.44
4492,ORD04492,29-11-2025,East,CUST2735,Consumer,Furniture,Desk,4,999,0,3996,923.88
4493,ORD04493,06-04-2025,West,,Consumer,Electronics,Tablet,6,99,0.05,564.3,132.23
4494,ORD04494,22-07-2025,North,CUST2778,Home Office,Furniture,Laptop,,149,,1490,373.33
4495,ORD04495,05-03-2025,South,,Consumer,Electronics,Laptop,2,99,0.1,178.2,10
4496,ORD04496,31-08-2024,WEST,,Home Office,Furniture,Laptop,5,199,0.05,945.25,250.13
4497,ORD04497,25-12-2024,East,,Corporate,Electronics,Laptop,6,499,0.05,2844.3,205.23
4498,ORD04498,31-01-2025,East,,Home Office,Furniture,Desk,3,499,0.1,1347.3,112.19
4499,ORD04499,14-04-2024,West,,Home Office,Electronics,Chair,5,99,,495,108.49
4500,ORD04500,23-01-2025,WEST,,Home Office,Furniture,Desk,1,199,0,199,40.32
4501,ORD04501,07-05-2025,East,,Home Office,Furniture,Desk,5,299,0.1,1345.5,337.18
4502,ORD04502,26-12-2025,West,,Home Office,Office Supplies,Desk,2,299,0.15,508.3,70.29
4503,ORD04503,23-12-2025,South,,Corporate,Electronics,Monitor,10,299,0.1,2691,531.35
4504,ORD04504,14-09-2025,WEST,CUST2675,Home Office,Furniture,Laptop,4,149,0.05,566.2,95.29
4505,ORD04505,01-03-2025,South,CUST2976,Consumer,Office Supplies,Desk,8,499,0.05,3792.4,557.29
4506,ORD04506,07-01-2025,north,,Consumer,Office Supplies,Monitor,6,149,0.15,759.9,210.23
4507,ORD04507,11-09-2025,South,,Corporate,Office Supplies,Phone,6,199,0.05,1134.3,209.15
4508,ORD04508,19-06-2025,North,,Consumer,Office Supplies,Printer,2,499,0.15,848.3,179.35
4509,ORD04509,04-06-2025,West,,Home Office,Furniture,Monitor,4,99,,396,22.7
4510,ORD04510,08-01-2025,West,,Home Office,Office Supplies,Printer,3,999,0.05,2847.15,776.08
4511,ORD04511,14-09-2025,north,,Consumer,Electronics,Chair,4,149,0.15,506.6,120.98
4512,ORD04512,10-09-2025,North,CUST2568,Corporate,Office Supplies,Monitor,6,199,0.05,1134.3,212.55
4513,ORD04513,10-08-2024,north,,Corporate,Electronics,Monitor,2,149,0.05,283.1,18.64
4514,ORD04514,25-06-2025,West,,Corporate,Office Supplies,Monitor,10,299,0.05,2840.5,523.04
4515,ORD04515,05-08-2024,WEST,,Home Office,Furniture,Tablet,10,499,,4990,1063.15
4516,ORD04516,20-01-2024,North,,Consumer,Electronics,Phone,10,99,0.05,940.5,127.33
4517,ORD04517,19-04-2025,South,CUST1925,Corporate,Furniture,Tablet,2,999,0,1998,289.03
4518,ORD04518,22-01-2024,West,,Corporate,Furniture,Desk,9,199,,1791,155
4519,ORD04519,01-09-2025,East,CUST1311,Consumer,Furniture,Printer,7,299,0,2093,533.91
4520,ORD04520,23-02-2025,WEST,CUST2839,Consumer,Electronics,Headphones,2,499,0.1,898.2,74.71
4521,ORD04521,21-03-2024,South,,Corporate,Furniture,Headphones,10,99,,990,126.37
4522,ORD04522,08-04-2024,South,,Corporate,Electronics,Phone,5,799,0.15,3395.75,696.08
4523,ORD04523,05-03-2025,North,,Corporate,Office Supplies,Phone,6,99,0.15,504.9,148.65
4524,ORD04524,21-08-2024,East,,Corporate,Furniture,Phone,2,149,0.1,268.2,63.33
4525,ORD04525,20-07-2024,East,,Consumer,Furniture,Chair,9,299,0.1,2421.9,185.7
4526,ORD04526,14-06-2024,WEST,,Home Office,Furniture,Printer,5,499,0.1,2245.5,473.19
4527,ORD04527,26-11-2025,north,,Home Office,Furniture,Phone,,199,0.1,1432.8,105.49
4528,ORD04528,05-06-2024,West,CUST1369,Corporate,Office Supplies,Desk,5,799,0,3995,320.07
4529,ORD04529,26-01-2024,WEST,CUST1307,Corporate,Furniture,Laptop,6,299,,1794,185.04
4530,ORD04530,13-04-2025,South,,Corporate,Electronics,Chair,2,199,0.05,378.1,54.68
4531,ORD04531,25-06-2024,north,CUST1491,Corporate,Electronics,Laptop,7,199,0,1393,378.38
4532,ORD04532,27-05-2024,WEST,CUST1813,Corporate,Electronics,Tablet,6,999,0.15,5094.9,828.74
4533,ORD04533,12-09-2025,South,,Consumer,Electronics,Laptop,8,299,0,2392,280.5
4534,ORD04534,28-12-2024,South,,Home Office,Electronics,Headphones,7,299,0.15,1779.05,155.17
4535,ORD04535,18-12-2025,WEST,,Corporate,Office Supplies,Desk,2,999,0.05,1898.1,520.41
4536,ORD04536,07-02-2025,East,CUST1631,Corporate,Furniture,Laptop,3,199,0,597,161.87
4537,ORD04537,02-06-2024,West,,Corporate,Furniture,Monitor,8,299,,2392,459.22
4538,ORD04538,01-10-2025,East,CUST2993,Corporate,Office Supplies,Chair,7,299,0.05,1988.35,107.54
4539,ORD04539,07-08-2025,East,CUST1414,Corporate,Furniture,Desk,2,199,0.05,378.1,111.65
4540,ORD04540,17-05-2024,north,,Corporate,Furniture,Chair,5,499,0.1,2245.5,557.61
4541,ORD04541,19-01-2024,north,,Corporate,Furniture,Desk,10,799,0,7990,1409.32
4542,ORD04542,16-04-2024,WEST,,Corporate,Electronics,Phone,7,999,0,6993,2065.7
4543,ORD04543,05-11-2025,East,CUST2305,Corporate,Furniture,Desk,6,149,0.05,849.3,145.61
4544,ORD04544,21-09-2024,north,CUST2965,Corporate,Office Supplies,Monitor,7,199,0.15,1184.05,124.37
4545,ORD04545,13-03-2025,north,,Consumer,Electronics,Desk,6,499,0,2994,325.84
4546,ORD04546,19-09-2024,West,,Home Office,Office Supplies,Printer,1,799,0.15,679.15,196.09
4547,ORD04547,22-03-2025,East,,Home Office,Office Supplies,Tablet,8,299,0,2392,128.11
4548,ORD04548,26-08-2025,East,CUST2091,Corporate,Furniture,Phone,4,149,0,596,44.46
4549,ORD04549,31-10-2025,East,CUST1960,Consumer,Electronics,Tablet,3,799,0.15,2037.45,381.55
4550,ORD04550,14-11-2024,East,,Consumer,Furniture,Phone,5,99,0,495,100.94
4551,ORD04551,27-06-2025,north,CUST2512,Corporate,Electronics,Headphones,5,149,0.05,707.75,154.35
4552,ORD04552,30-03-2025,South,CUST2924,Corporate,Office Supplies,Headphones,10,149,0.05,1415.5,311.02
4553,ORD04553,10-12-2024,north,,Corporate,Furniture,Chair,5,299,0.05,1420.25,310.41
4554,ORD04554,30-10-2025,East,,Home Office,Electronics,Laptop,4,199,0.1,716.4,171.18
4555,ORD04555,19-01-2024,East,,Consumer,Electronics,Headphones,5,149,,745,206.24
4556,ORD04556,06-04-2024,North,CUST2849,Consumer,Electronics,Desk,1,199,,199,15.29
4557,ORD04557,24-08-2025,North,CUST1474,Home Office,Electronics,Desk,4,99,0.15,336.6,26.25
4558,ORD04558,13-01-2024,WEST,,Home Office,Electronics,Phone,1,149,0.1,134.1,27.67
4559,ORD04559,12-06-2025,West,CUST1901,Home Office,Electronics,Chair,,999,,7992,1720.8
4560,ORD04560,26-11-2025,East,,Corporate,Office Supplies,Laptop,10,299,0.15,2541.5,313.64
4561,ORD04561,16-01-2024,north,,Consumer,Electronics,Chair,2,299,0.05,568.1,65.37
4562,ORD04562,29-11-2024,north,CUST2548,Corporate,Office Supplies,Laptop,9,799,,7191,1247.45
